,ID,class0,class1,class2
9603,10016022,0.0285903175912,0.501048835007,0.470360847402
3844,10006473,0.734957931895,0.184030774247,0.0810112938583
7334,10012292,0.100907607134,0.673241133658,0.225851259208
6676,10011200,0.710260353121,0.160242591844,0.129497055035
2977,10004997,0.0654318480776,0.578196040395,0.356372111527
9998,10016692,0.0874276668968,0.622026664444,0.290545668659
1976,10003347,0.117973886362,0.672344093534,0.209682020104
2985,10005015,0.100675807001,0.648363041994,0.250961151005
3557,10006014,0.0652641466156,0.688710117928,0.246025735457
2262,10003824,0.0679330326508,0.602470311576,0.329596655773
488,10000900,0.0378708519287,0.510885540302,0.45124360777
6716,10011269,0.700943048688,0.140050558556,0.159006392756
5893,10009893,0.125626924127,0.673896802476,0.200476273396
4248,10007147,0.0607846078565,0.696026587745,0.243188804398
5144,10008624,0.095662302249,0.561503630094,0.342834067657
6007,10010080,0.0699976621072,0.57275790147,0.357244436423
7272,10012182,0.091443900869,0.526697028873,0.381859070258
7441,10012485,0.0290048396552,0.530455306062,0.440539854283
1047,10001821,0.0645672746945,0.54798853586,0.387444189445
2253,10003804,0.103928119242,0.657190125159,0.238881755599
4154,10006998,0.0676200999984,0.631466765233,0.300913134769
2742,10004633,0.0811566241216,0.594145652372,0.324697723506
7490,10012568,0.073992220633,0.666286357542,0.259721421825
529,10000973,0.222429440195,0.606708364958,0.170862194847
9662,10016111,0.167397695827,0.567942981422,0.264659322751
3141,10005277,0.155036825395,0.636507984931,0.208455189674
3289,10005538,0.177015963564,0.602323530167,0.220660506269
4489,10007557,0.0895646241433,0.666660907671,0.243774468186
1338,10002301,0.219137064192,0.572244651162,0.208618284646
9351,10015636,0.0736296277766,0.556379773341,0.369990598883
7534,10012639,0.0844432688949,0.509694773078,0.405861958027
10109,10016862,0.0594199434438,0.668221328634,0.272358727923
1757,10002999,0.21414891069,0.572096270538,0.213754818771
6168,10010343,0.162183812767,0.615264959925,0.222551227308
8396,10014067,0.0530498650669,0.680016194367,0.266933940567
8176,10013700,0.0677229013834,0.640154320983,0.292122777634
9144,10015278,0.104213938755,0.5282333234,0.367552737845
5902,10009908,0.0374507711281,0.627047103914,0.335502124958
1270,10002178,0.179460903595,0.645774060302,0.174765036103
8056,10013507,0.0421266257652,0.504242268498,0.453631105737
4898,10008229,0.161060935661,0.618451242991,0.220487821348
2753,10004645,0.0649979044196,0.649955476978,0.285046618603
7603,10012768,0.0668015348945,0.537648833177,0.395549631929
8101,10013578,0.0834244828732,0.547443455988,0.369132061139
8549,10014324,0.103293821385,0.501268644968,0.395437533647
4168,10007026,0.0842915467967,0.577608452466,0.338100000737
731,10001335,0.0415578311131,0.5504159303,0.408026238586
1794,10003058,0.0423556928515,0.55537150867,0.402272798479
3993,10006719,0.0410083847171,0.591022839144,0.367968776139
9797,10016345,0.678227601468,0.22418279001,0.0975896085219
6477,10010875,0.0801202314178,0.695829145106,0.224050623476
5128,10008595,0.0515837071137,0.526824876346,0.42159141654
4295,10007230,0.746921878081,0.147509105081,0.105569016838
6568,10011022,0.118682029223,0.582539361831,0.298778608946
10071,10016800,0.0791736472139,0.671629686771,0.249196666015
7252,10012151,0.0779926509556,0.682121337672,0.239886011372
1554,10002671,0.747737972592,0.182993178881,0.0692688485277
2026,10003427,0.0761260696579,0.574162611686,0.349711318656
700,10001286,0.0657088285868,0.548413927216,0.385877244197
8268,10013856,0.833493263501,0.1180079061,0.0484988303991
4416,10007438,0.734787984739,0.189201596111,0.0760104191504
1432,10002479,0.0630767397468,0.543147289548,0.393775970705
505,10000932,0.056337114521,0.722833348898,0.220829536581
1710,10002917,0.0681271563095,0.523263870547,0.408608973143
7703,10012933,0.0569116800654,0.704944567565,0.23814375237
2946,10004952,0.811972102227,0.123224375086,0.0648035226865
5051,10008474,0.0610850071381,0.580209191537,0.358705801325
7226,10012106,0.0490976446032,0.722975683226,0.227926672171
7699,10012926,0.0473463944141,0.622064788517,0.330588817069
6242,10010461,0.750702545203,0.149378092564,0.0999193622335
2213,10003737,0.680159176696,0.152778155618,0.167062667687
2762,10004657,0.0916371503214,0.551092151924,0.357270697755
3248,10005464,0.0933467068886,0.542350012467,0.364303280644
6019,10010106,0.0383822382712,0.539388808368,0.422228953361
1986,10003364,0.122504398914,0.624339404708,0.253156196378
105,10000310,0.0577556968852,0.582530467607,0.359713835508
7601,10012764,0.243351587489,0.579219542625,0.177428869886
8561,10014341,0.0766941279518,0.548377280829,0.374928591219
3667,10006193,0.0470224713461,0.521591503619,0.431386025035
6281,10010527,0.0585756739765,0.656552527473,0.28487179855
8305,10013908,0.0858056449721,0.596812961663,0.317381393365
7939,10013321,0.172616907316,0.581125790178,0.246257302506
663,10001215,0.176370551493,0.512773807101,0.310855641407
19,10000150,0.838061341109,0.115270489404,0.0466681694865
7130,10011940,0.0713082234308,0.561972782868,0.366718993701
8921,10014921,0.140511634054,0.50585220123,0.353636164716
4345,10007305,0.0732707238453,0.494333320971,0.432395955183
5178,10008688,0.0416625357282,0.521248911004,0.437088553268
6378,10010703,0.0505130986766,0.537040255902,0.412446645422
2187,10003701,0.780785727555,0.134714798052,0.0844994743935
9383,10015685,0.187113260464,0.504947703022,0.307939036513
10125,10016883,0.102938227677,0.655562287572,0.241499484751
2683,10004541,0.0683593780687,0.574098597221,0.35754202471
7953,10013346,0.63140852904,0.24733723018,0.12125424078
7318,10012267,0.0728377271481,0.472100410628,0.455061862224
10194,10017000,0.106761361087,0.701834363068,0.191404275845
5891,10009890,0.13125112555,0.642343192968,0.226405681483
3485,10005891,0.0568116319568,0.543832474699,0.399355893344
8000,10013421,0.144915553491,0.613272701326,0.241811745183
5743,10009652,0.0521093259648,0.614992537599,0.332898136437
6607,10011089,0.804257391328,0.107205097707,0.0885375109642
6639,10011141,0.0414333450911,0.566383507467,0.392183147442
5906,10009915,0.197022798793,0.624023256912,0.178953944296
2073,10003511,0.0483634929908,0.538743988628,0.412892518382
9535,10015913,0.19564253894,0.589149050211,0.215208410849
6352,10010656,0.232368627334,0.540309112914,0.227322259752
4022,10006780,0.0743123692031,0.71652184937,0.209165781427
9962,10016639,0.121884770029,0.521518907465,0.356596322507
6365,10010678,0.0564642481159,0.531292880876,0.412242871008
9386,10015688,0.543699569971,0.220440489628,0.2358599404
7880,10013217,0.110996700028,0.575332056754,0.313671243218
821,10001467,0.140602349644,0.588027179692,0.271370470664
5874,10009859,0.167818425612,0.577628112035,0.254553462353
8512,10014263,0.0489990294464,0.560013970441,0.390987000113
2897,10004873,0.184051074868,0.576856728765,0.239092196367
5976,10010025,0.107788740599,0.550769716974,0.341441542426
9228,10015420,0.246559638318,0.510926374681,0.242513987001
4298,10007233,0.128799582115,0.605618828046,0.265581589839
3473,10005876,0.135978741287,0.646712318027,0.217308940686
5629,10009472,0.171002059015,0.561250151788,0.267747789197
7482,10012557,0.0657650591019,0.582710422672,0.351524518226
698,10001283,0.764595830785,0.150250057224,0.0851541119913
9613,10016035,0.05870163072,0.529257954621,0.412040414659
3828,10006445,0.144486268776,0.636527193114,0.21898653811
6337,10010629,0.0380344036124,0.527852798358,0.434112798029
2434,10004119,0.72585441902,0.16952667754,0.10461890344
1206,10002072,0.654622198563,0.240879211609,0.104498589828
2923,10004914,0.220878498203,0.56699191556,0.212129586236
3269,10005503,0.0922001865046,0.515314355055,0.392485458441
1273,10002183,0.0684811107246,0.549105361263,0.382413528013
2067,10003500,0.145570611411,0.528268778445,0.326160610144
8007,10013432,0.0781473030717,0.581858441359,0.339994255569
100,10000305,0.0472563311723,0.570010604135,0.382733064693
3335,10005617,0.169730012261,0.60198578533,0.228284202409
7567,10012690,0.229133294905,0.552682605424,0.218184099671
7761,10013023,0.155716564019,0.576544645059,0.267738790922
3942,10006635,0.199037506123,0.483121151735,0.317841342142
5670,10009534,0.144184331678,0.633130114361,0.222685553962
9738,10016233,0.101003452576,0.641800321863,0.25719622556
3637,10006146,0.0915368084075,0.652026581412,0.256436610181
6041,10010135,0.205870885092,0.555900761103,0.238228353805
10290,10017149,0.27778232597,0.572857864707,0.149359809324
5057,10008481,0.178515275965,0.618154446806,0.203330277229
1654,10002825,0.0967885160123,0.536809671838,0.36640181215
10012,10016714,0.112130398717,0.494234508354,0.39363509293
4711,10007929,0.153330706377,0.65207203332,0.194597260303
166,10000405,0.841830680539,0.116465840256,0.0417034792056
5169,10008668,0.094078582508,0.692662667276,0.213258750216
5685,10009555,0.199361146836,0.590658737166,0.209980115998
8143,10013654,0.0862372911392,0.482585370842,0.431177338019
2277,10003851,0.0429243893172,0.592869062771,0.364206547912
8802,10014738,0.0600165793068,0.548328123563,0.391655297131
7801,10013090,0.0511892199362,0.598926227517,0.349884552547
5971,10010019,0.552812800698,0.241647496797,0.205539702505
1322,10002270,0.071095525196,0.69391258262,0.234991892184
6066,10010174,0.0950860782062,0.513056265501,0.391857656292
275,10000585,0.0471243531253,0.603395885622,0.349479761253
6253,10010478,0.0709470024104,0.730696785836,0.198356211753
2536,10004293,0.0866968813003,0.627370511938,0.285932606762
8453,10014172,0.0640299344645,0.535603793122,0.400366272413
8400,10014074,0.0399669674078,0.561619494059,0.398413538533
8659,10014503,0.220062904022,0.587133479615,0.192803616363
8145,10013656,0.0629070264533,0.568823058124,0.368269915423
5147,10008631,0.050979475958,0.49673608148,0.452284442562
2621,10004441,0.188252266103,0.583194990607,0.22855274329
5269,10008849,0.0878792377489,0.576382134404,0.335738627847
9650,10016095,0.616464577884,0.230103546263,0.153431875853
2332,10003943,0.058338597308,0.713553887101,0.228107515591
6846,10011477,0.0520080538485,0.579252099453,0.368739846699
2665,10004513,0.0713037484012,0.583034642439,0.34566160916
3062,10005137,0.134899214029,0.538277760703,0.326823025268
625,10001151,0.110681103738,0.578322966633,0.310995929629
8371,10014028,0.084300843894,0.555700843004,0.359998313102
6613,10011097,0.815100850311,0.126153888835,0.0587452608546
406,10000784,0.0952646137585,0.656890528818,0.247844857423
9447,10015780,0.755010234163,0.190418006816,0.054571759021
6295,10010552,0.0933444318439,0.514721584088,0.391933984068
2304,10003894,0.11332709689,0.704078348988,0.182594554122
2153,10003640,0.0332815961463,0.546101066812,0.420617337042
7395,10012398,0.119357240497,0.668153712705,0.212489046798
5497,10009242,0.19604642534,0.586820773254,0.217132801406
8174,10013696,0.129240260987,0.657861655288,0.212898083726
9019,10015087,0.156388003813,0.592959234759,0.250652761429
7951,10013344,0.0915764356146,0.696605609422,0.211817954963
7322,10012271,0.142493522499,0.560395145746,0.297111331755
2210,10003733,0.0975421485862,0.509854174016,0.392603677398
8299,10013899,0.060425292855,0.533814333119,0.405760374026
9637,10016077,0.0512140471819,0.544999426258,0.40378652656
6199,10010389,0.1338263426,0.565331646364,0.300842011036
9103,10015216,0.0314965997622,0.535265050608,0.43323834963
7999,10013416,0.0704617036616,0.711211134566,0.218327161772
8421,10014115,0.173845112172,0.566508045446,0.259646842382
7791,10013077,0.766608215405,0.122214813398,0.111176971197
3917,10006594,0.040461470779,0.569152347534,0.390386181687
4994,10008380,0.133012052819,0.621642132446,0.245345814735
9616,10016039,0.0541273611845,0.509049357504,0.436823281311
4959,10008328,0.520450736182,0.155022865986,0.324526397832
2321,10003924,0.0997935995224,0.644592694783,0.255613705695
9468,10015809,0.0852432355979,0.706814707251,0.207942057151
380,10000749,0.11835663251,0.627666981419,0.253976386071
5477,10009204,0.0936254602084,0.643101405751,0.26327313404
6121,10010262,0.0641309190324,0.537297127554,0.398571953413
1809,10003078,0.0762640689685,0.511767809565,0.411968121467
2639,10004472,0.0856535943918,0.545215986012,0.369130419596
8275,10013868,0.493594999081,0.250301984843,0.256103016076
4140,10006979,0.152897323344,0.584146910284,0.262955766372
6472,10010867,0.122355367509,0.600305797105,0.277338835386
6156,10010323,0.176193138331,0.574760576349,0.24904628532
9400,10015706,0.0455161397464,0.486042408324,0.46844145193
9042,10015128,0.0607564268458,0.680424010779,0.258819562376
3479,10005883,0.101016287569,0.706903982765,0.192079729667
1054,10001832,0.203424373255,0.514740461519,0.281835165226
8633,10014459,0.0621831036024,0.525287967304,0.412528929094
3242,10005449,0.106645880015,0.66311778437,0.230236335615
7702,10012932,0.141155744069,0.549553379122,0.309290876809
10295,10017158,0.107472190844,0.552908530574,0.339619278582
5275,10008856,0.0955502344241,0.593976130762,0.310473634814
10136,10016903,0.0399217992154,0.512787364848,0.447290835937
6070,10010179,0.0738381945786,0.698811896771,0.227349908651
8464,10014191,0.820903996243,0.103485459676,0.0756105440815
8865,10014837,0.0537020040788,0.538369440456,0.407928555465
7326,10012277,0.0549613489107,0.692654109244,0.252384541845
6364,10010677,0.565489192209,0.12651876653,0.30799204126
9457,10015794,0.043117364176,0.583450534969,0.373432100855
8537,10014307,0.0800638213284,0.660974518402,0.25896166027
10138,10016906,0.721089837965,0.20325400118,0.0756561608555
2644,10004484,0.0625584233571,0.599839681823,0.33760189482
2052,10003477,0.640100661795,0.242300736089,0.117598602116
3436,10005809,0.0573388062789,0.535496853535,0.407164340186
9604,10016023,0.0674281144897,0.705874102169,0.226697783341
4213,10007100,0.0713534700828,0.518580552768,0.410065977149
7551,10012666,0.0826265242631,0.571988497299,0.345384978438
239,10000525,0.0646386280294,0.691111453275,0.244249918696
2716,10004596,0.732581258031,0.197420227027,0.0699985149416
3288,10005537,0.136848956483,0.649613907473,0.213537136044
8278,10013873,0.0929548925158,0.519177912068,0.387867195417
592,10001085,0.17090121358,0.633409787934,0.195688998486
692,10001273,0.0967860561274,0.680228294643,0.22298564923
9118,10015239,0.208479822272,0.588192019161,0.203328158567
7002,10011726,0.130303333565,0.594296878902,0.275399787533
2872,10004832,0.119542294186,0.560358089264,0.32009961655
990,10001729,0.679939722422,0.22518210189,0.0948781756883
8373,10014032,0.0716054072597,0.532401052497,0.395993540243
5210,10008751,0.699798831691,0.196785027323,0.103416140986
5935,10009962,0.146799605035,0.633487942301,0.219712452664
5957,10009995,0.127716449365,0.577319827881,0.294963722754
4817,10008099,0.0852789930012,0.582421582728,0.33229942427
5156,10008645,0.0745518309196,0.574299848569,0.351148320512
7931,10013300,0.0333636264822,0.548787406321,0.417848967196
613,10001125,0.0332173420595,0.528196735899,0.438585922042
1476,10002550,0.0384654145594,0.513201768576,0.448332816865
1869,10003181,0.0849352322626,0.726073686261,0.188991081476
799,10001432,0.0340363373655,0.499312740163,0.466650922472
6126,10010269,0.21909146788,0.550154519241,0.230754012879
7622,10012799,0.0910729672457,0.587270999591,0.321656033163
6122,10010264,0.0896303614842,0.607189250976,0.30318038754
6182,10010364,0.0506180074562,0.513878749566,0.435503242977
8467,10014197,0.082460542965,0.518843423792,0.398696033243
10160,10016938,0.0827378744598,0.596662382576,0.320599742964
3908,10006581,0.135861135085,0.655238759419,0.208900105496
4066,10006855,0.112750952732,0.541722749611,0.345526297657
8750,10014643,0.0936720879781,0.672091416198,0.234236495824
1891,10003214,0.0846166034726,0.695096425601,0.220286970927
6724,10011285,0.659664115637,0.234808018502,0.105527865861
8424,10014118,0.211100976015,0.578977333514,0.209921690471
3064,10005140,0.224446098367,0.577132542703,0.19842135893
9759,10016272,0.0678361854926,0.562395989633,0.369767824875
1444,10002498,0.217620141902,0.60798882614,0.174391031958
2255,10003809,0.0972218262693,0.687295488657,0.215482685074
9684,10016148,0.0594570274769,0.711933715588,0.228609256935
7100,10011893,0.126256922975,0.633564203056,0.240178873968
3728,10006287,0.0434652347926,0.510430182522,0.446104582685
7306,10012240,0.0491226346657,0.504844964515,0.446032400819
5212,10008754,0.0601267054142,0.715307998264,0.224565296322
7824,10013133,0.748492970184,0.177728847536,0.0737781822802
7147,10011963,0.0459009641463,0.583265765121,0.370833270733
3306,10005568,0.0483601801038,0.584640834919,0.366998984977
7794,10013081,0.0464450618377,0.526734973382,0.426819964781
8702,10014567,0.065307240889,0.539543396426,0.395149362685
6962,10011664,0.0867183502354,0.58276477601,0.330516873755
298,10000618,0.203079733934,0.595192949389,0.201727316677
9947,10016614,0.0767993303837,0.542767020369,0.380433649247
8389,10014056,0.242341516254,0.574893407132,0.182765076614
10149,10016925,0.198144651594,0.55193059172,0.249924756685
8295,10013894,0.0358839074988,0.480672095966,0.483443996535
2406,10004074,0.0474103772085,0.572029116407,0.380560506384
4373,10007353,0.078488306629,0.713917537096,0.207594156275
851,10001513,0.0726574116452,0.56588925444,0.361453333915
8928,10014932,0.600860785607,0.211787236544,0.18735197785
10103,10016852,0.106208301897,0.680330085383,0.213461612721
4726,10007950,0.684355483667,0.235638412636,0.080006103697
3131,10005258,0.0738639076448,0.514363806188,0.411772286167
6840,10011467,0.0777775969246,0.549841733731,0.372380669344
9803,10016356,0.0671153493373,0.535480775385,0.397403875278
5435,10009134,0.0277215798548,0.534420578151,0.437857841994
2986,10005017,0.127265999895,0.642912987213,0.229821012893
3847,10006478,0.0779568839762,0.569569438563,0.352473677461
4892,10008218,0.217204600058,0.598391124089,0.184404275853
9074,10015179,0.0815926369682,0.56942959242,0.348977770612
3029,10005077,0.0574787408101,0.532932179963,0.409589079226
2439,10004127,0.0907151903937,0.697098133264,0.212186676343
10042,10016756,0.2211458812,0.602529403394,0.176324715406
9949,10016616,0.160595497393,0.526365846105,0.313038656502
1280,10002194,0.0352343578225,0.565697405451,0.399068236726
7497,10012580,0.143799009719,0.628323022712,0.227877967569
8812,10014756,0.258657721517,0.551964158056,0.189378120427
4756,10007999,0.0976543711863,0.572350885074,0.32999474374
7747,10013004,0.0663208353987,0.691144597458,0.242534567143
1315,10002254,0.0640906005965,0.526073865161,0.409835534242
4907,10008242,0.233827984984,0.559200302287,0.206971712729
7734,10012987,0.569585089914,0.2448545342,0.185560375886
4844,10008140,0.147203833043,0.653107171574,0.199688995383
2271,10003841,0.164575700714,0.53068256517,0.304741734115
2443,10004133,0.174070697822,0.610559644229,0.215369657949
3860,10006493,0.0703261934922,0.548791060893,0.380882745614
7782,10013064,0.0716842711303,0.531605870173,0.396709858697
4061,10006849,0.0714373493036,0.576703364483,0.351859286214
8449,10014162,0.113478831439,0.650178410844,0.236342757717
6259,10010486,0.681628329876,0.244761589123,0.0736100810012
6755,10011338,0.241556332292,0.591996500551,0.166447167157
4330,10007279,0.038095935437,0.550820928937,0.411083135626
4479,10007543,0.106106489081,0.674549973608,0.219343537311
6079,10010197,0.193012233335,0.580895676603,0.226092090062
1662,10002842,0.17128401366,0.520295869432,0.308420116908
2260,10003819,0.536601809139,0.26320117845,0.200197012412
1946,10003301,0.0735999842554,0.476033027701,0.450366988044
986,10001722,0.0679260633705,0.716176739744,0.215897196886
6384,10010711,0.0584938769509,0.540424309319,0.40108181373
513,10000945,0.0918394238909,0.649589798393,0.258570777716
10212,10017027,0.721983997888,0.15947656501,0.118539437102
7916,10013275,0.151033985591,0.632212957777,0.216753056632
187,10000442,0.0696732844581,0.622096200872,0.30823051467
574,10001047,0.0407037308023,0.585960513035,0.373335756162
6680,10011204,0.069292112016,0.583462857391,0.347245030593
6032,10010125,0.102974767277,0.610029396703,0.286995836019
7525,10012627,0.27057048007,0.552108566579,0.177320953352
3502,10005916,0.112324784176,0.663342120254,0.22433309557
3784,10006376,0.0511915885143,0.695289020205,0.253519391281
10308,10017184,0.16460717668,0.49570594011,0.33968688321
9379,10015681,0.0888082289498,0.511218649493,0.399973121557
3663,10006189,0.0901646048706,0.498794678296,0.411040716834
927,10001628,0.0523495198288,0.565684679246,0.381965800925
2097,10003550,0.0765537717839,0.486989538784,0.436456689432
6995,10011719,0.0480982231241,0.579376792681,0.372524984195
4750,10007989,0.0569301931684,0.604004208363,0.339065598468
8406,10014088,0.0480450231106,0.511840505849,0.440114471041
5577,10009380,0.800073831084,0.129651224572,0.070274944344
4860,10008167,0.0730751936154,0.55136869511,0.375556111274
3115,10005221,0.0395448804823,0.543934289335,0.416520830183
9398,10015704,0.0890294495401,0.565035765243,0.345934785217
4228,10007121,0.129980829228,0.617409755195,0.252609415577
9847,10016440,0.159384993526,0.564242749791,0.276372256683
1720,10002932,0.112897303459,0.588393617415,0.298709079127
9402,10015709,0.261167679244,0.577536465303,0.161295855453
1137,10001960,0.0294307083915,0.44024204472,0.530327246888
8748,10014641,0.0882005474574,0.615178190095,0.296621262448
1232,10002109,0.0606093015987,0.5560959773,0.383294721101
5613,10009440,0.154529695787,0.632912323176,0.212557981037
1262,10002164,0.142925338262,0.669785125103,0.187289536636
4697,10007905,0.645499770607,0.249738204996,0.104762024397
6538,10010980,0.0927678028692,0.49928774113,0.407944456
1814,10003086,0.0792723767563,0.58605272632,0.334674896924
3125,10005250,0.0643047438332,0.547145826531,0.388549429636
5330,10008943,0.11580706094,0.544002300421,0.340190638639
7866,10013197,0.0602081020478,0.62175237573,0.318039522222
6987,10011708,0.0455913313759,0.560263104534,0.39414556409
6395,10010724,0.0598342435426,0.570328130342,0.369837626115
8738,10014623,0.087035600314,0.69909883583,0.213865563856
9149,10015289,0.0670662484241,0.63125501457,0.301678737006
1041,10001812,0.0401600132263,0.541134418383,0.418705568391
2915,10004903,0.781870084355,0.144497148616,0.0736327670292
9284,10015519,0.0680150879973,0.681848739675,0.250136172327
1383,10002368,0.755527821229,0.178043355456,0.0664288233152
7465,10012526,0.0757612841762,0.656765297343,0.267473418481
2292,10003877,0.101115184182,0.586863675116,0.312021140702
8619,10014437,0.0800582489739,0.534715386374,0.385226364652
3111,10005214,0.107235193246,0.650607413301,0.242157393453
6976,10011690,0.122882339752,0.638196851372,0.238920808876
1768,10003017,0.0671210444888,0.542927512073,0.389951443438
6072,10010181,0.0870241035101,0.552019698723,0.360956197767
3278,10005518,0.036040290319,0.555348509571,0.40861120011
4308,10007247,0.0382581497723,0.565784869783,0.395956980445
1752,10002986,0.0448405693139,0.545928985948,0.409230444738
2789,10004698,0.13979285882,0.567421240222,0.292785900958
3989,10006714,0.0808274145682,0.533423534678,0.385749050753
9668,10016120,0.104969412996,0.637322131659,0.257708455345
9135,10015268,0.0583517715964,0.517438291001,0.424209937402
3858,10006491,0.228506044289,0.554020773622,0.217473182089
7955,10013348,0.167780965585,0.631869035956,0.200349998458
1370,10002350,0.126103854537,0.658966002531,0.214930142932
8200,10013733,0.105316404719,0.545238879839,0.349444715442
3699,10006241,0.0857251713265,0.689857279854,0.224417548819
596,10001096,0.144144506446,0.6088514877,0.247004005854
8856,10014823,0.0800693008774,0.652167958261,0.267762740861
4950,10008312,0.0941316426945,0.622390018339,0.283478338967
8957,10014980,0.0882865962849,0.55532879359,0.356384610125
7173,10012019,0.0867178832575,0.605882021089,0.307400095654
2964,10004975,0.0532911402867,0.54032926872,0.406379590994
8279,10013874,0.0727813819941,0.461793864859,0.465424753147
3432,10005803,0.0576447297449,0.531967104254,0.410388166001
7979,10013390,0.0532701529054,0.569146714928,0.377583132167
10243,10017073,0.0568716518946,0.738293395279,0.204834952826
7415,10012436,0.269114680557,0.564502305589,0.166383013853
8170,10013691,0.201492591205,0.58203776299,0.216469645805
