,class0,class1,class2,y_test
2160,0.0712132230401,0.63790088892,0.290885865688,1
10304,0.0591335222125,0.603136301041,0.337730169296,1
797,0.295740038157,0.534441709518,0.169818252325,1
3297,0.0602678023279,0.754638671875,0.185093551874,2
6896,0.06040116027,0.587160170078,0.352438628674,1
2175,0.0684413388371,0.693556666374,0.238001972437,1
97,0.118411906064,0.629849076271,0.251739025116,1
5424,0.156056955457,0.530248045921,0.313694983721,2
6557,0.874266505241,0.0738696530461,0.0518638454378,0
4918,0.0694244131446,0.694892287254,0.23568329215,1
5181,0.874394357204,0.0726754888892,0.0529302023351,0
9320,0.208414509892,0.594668805599,0.196916699409,1
1261,0.162188187242,0.487114191055,0.350697606802,1
9762,0.150229841471,0.47547185421,0.374298334122,2
432,0.853929042816,0.074647217989,0.071423701942,1
1791,0.902602374554,0.0486178174615,0.0487797260284,0
4187,0.0600567385554,0.543984353542,0.395958930254,1
5912,0.104070276022,0.536250174046,0.35967952013,1
5310,0.159727483988,0.629434049129,0.210838451982,2
10233,0.0668278187513,0.44364592433,0.489526242018,2
638,0.0549577884376,0.481629252434,0.463412970304,2
5623,0.10833799839,0.551357805729,0.340304225683,2
8520,0.27538818121,0.506330728531,0.218281045556,1
4820,0.183937862515,0.599282681942,0.216779500246,1
3367,0.250283539295,0.48065045476,0.269066005945,2
5063,0.0789823308587,0.670293927193,0.250723749399,1
9524,0.172364220023,0.410376101732,0.417259693146,2
1274,0.121073298156,0.695287227631,0.183639422059,1
2119,0.135958611965,0.448891311884,0.415150105953,2
794,0.0800261348486,0.62361562252,0.296358287334,1
3970,0.273549824953,0.495779901743,0.230670332909,1
5644,0.271347880363,0.521854400635,0.206797719002,1
1277,0.176698818803,0.400234937668,0.423066228628,2
8008,0.242148369551,0.4656445086,0.292207092047,2
3444,0.876519560814,0.0754189193249,0.048061452806,0
110,0.259930610657,0.540458023548,0.199611335993,1
865,0.104985192418,0.534773766994,0.360240995884,2
3123,0.157324820757,0.51303756237,0.329637616873,1
4980,0.0579255521297,0.566760361195,0.375314086676,1
291,0.733738183975,0.126472860575,0.139788910747,0
2484,0.167478695512,0.469897866249,0.362623423338,1
5046,0.283143341541,0.56892567873,0.14793099463,1
4011,0.342224836349,0.460890442133,0.196884721518,1
7737,0.108641587198,0.506329357624,0.385029047728,1
5785,0.222026973963,0.579088747501,0.198884263635,1
1339,0.23589643836,0.585712730885,0.178390815854,1
2101,0.905447304249,0.0530890114605,0.0414636693895,1
9603,0.0528785064816,0.450365364552,0.49675616622,2
3844,0.907873928547,0.050927836448,0.0411982089281,0
7334,0.180085927248,0.600717842579,0.219196230173,1
6676,0.865470051765,0.0634961351752,0.0710338875651,0
2977,0.067664667964,0.563226759434,0.369108587503,1
9998,0.0862901806831,0.666145205498,0.24756462872,1
1976,0.145722031593,0.669839143753,0.184438854456,1
2985,0.187484845519,0.563733577728,0.248781576753,1
3557,0.0632362365723,0.690727710724,0.246036112309,2
2262,0.143806472421,0.536925494671,0.319268018007,1
488,0.0624401457608,0.462948024273,0.474611848593,1
6716,0.857757210732,0.0635151937604,0.0787276551127,0
5893,0.221193417907,0.618413209915,0.160393387079,1
4248,0.064950838685,0.713903844357,0.221145302057,1
5144,0.195255801082,0.470890432596,0.333853811026,2
6007,0.156797707081,0.514233887196,0.328968435526,1
7272,0.173420757055,0.451802074909,0.37477722764,2
7441,0.058056216687,0.534931004047,0.407012760639,1
1047,0.153867766261,0.468648433685,0.377483844757,1
2253,0.214033067226,0.574951291084,0.211015596986,1
4154,0.06510720402,0.612915992737,0.321976780891,1
2742,0.0782750546932,0.605531156063,0.316193789244,2
7490,0.0753089860082,0.703802347183,0.220888659358,2
529,0.321695297956,0.533814311028,0.144490420818,1
9662,0.221940249205,0.555371880531,0.222687840462,1
3141,0.242282122374,0.587522745132,0.170195147395,1
3289,0.222904697061,0.559283018112,0.217812240124,1
4489,0.114371225238,0.662244975567,0.223383814096,0
1338,0.286397486925,0.538320422173,0.175282135606,2
9351,0.131473615766,0.521146833897,0.347379535437,1
7534,0.206290349364,0.439645290375,0.354064404964,1
10109,0.0615416653454,0.651429712772,0.287028580904,1
1757,0.278861016035,0.501334309578,0.219804689288,1
6168,0.239678427577,0.581473708153,0.178847894073,1
8396,0.0636949837208,0.714950203896,0.221354842186,1
8176,0.069140471518,0.674418389797,0.256441175938,1
9144,0.189814612269,0.47047829628,0.339707136154,1
5902,0.0586635172367,0.625622332096,0.315714150667,1
1270,0.294347256422,0.545770823956,0.15988188982,1
8056,0.058306992054,0.463909506798,0.477783530951,2
4898,0.239916056395,0.574306726456,0.18577721715,1
2753,0.0693210363388,0.638035833836,0.292643129826,1
7603,0.164150997996,0.423512905836,0.412336140871,1
8101,0.184680625796,0.492317169905,0.323002278805,1
8549,0.203847572207,0.405150771141,0.391001701355,1
4168,0.16932412982,0.511278450489,0.319397449493,2
731,0.0632266178727,0.570303499699,0.366469860077,2
1794,0.0631373152137,0.527395606041,0.409467101097,2
3993,0.0607607774436,0.598739922047,0.340499311686,2
9797,0.896418094635,0.0577449500561,0.0458369366825,0
6477,0.079135261476,0.714616119862,0.206248566508,1
5128,0.0667254924774,0.470697671175,0.46257686615,2
4295,0.876335561275,0.0649779215455,0.0586865246296,0
6568,0.224629491568,0.512185871601,0.263184636831,1
10071,0.108630612493,0.658666431904,0.232702955604,1
7252,0.072080142796,0.686496019363,0.241423860192,1
1554,0.913102924824,0.048467759043,0.0384293198586,2
2026,0.0814882665873,0.578957915306,0.339553803205,1
700,0.146821901202,0.489989757538,0.363188326359,2
8268,0.91814571619,0.0461563579738,0.0356979258358,0
4416,0.911440730095,0.0485072210431,0.0400520116091,0
1432,0.162995740771,0.416306853294,0.420697420835,1
505,0.0647127553821,0.727508068085,0.207779213786,1
1710,0.150754868984,0.460488468409,0.388756662607,2
7703,0.0637994408607,0.703819096088,0.23238144815,2
2946,0.916343033314,0.0405187532306,0.0431382507086,0
5051,0.149575546384,0.529776453972,0.320648014545,1
7226,0.0584361813962,0.745671927929,0.195891827345,1
7699,0.0672627389431,0.592192769051,0.340544521809,1
6242,0.88621789217,0.0605078786612,0.0532741807401,1
2213,0.791883647442,0.0851062089205,0.123010180891,0
2762,0.183772966266,0.476917773485,0.339309215546,1
3248,0.154730007052,0.459138184786,0.386131763458,1
6019,0.0594399794936,0.508819997311,0.431740045547,1
1986,0.216213271022,0.561596989632,0.222189739347,2
105,0.139066383243,0.53245216608,0.328481405973,2
7601,0.343537211418,0.487347155809,0.169115617871,2
8561,0.170825213194,0.495536237955,0.333638578653,1
3667,0.106088079512,0.46850758791,0.425404340029,1
6281,0.0706316307187,0.656744897366,0.272623479366,1
8305,0.167771980166,0.532794117928,0.299433887005,2
7939,0.259718805552,0.493412047625,0.246869161725,0
663,0.275269716978,0.41182166338,0.312908649445,1
19,0.906601011753,0.0543148033321,0.0390841923654,0
7130,0.167074099183,0.501600086689,0.331325829029,2
8921,0.210895016789,0.461587548256,0.327517390251,2
4345,0.165373891592,0.407494515181,0.427131593227,1
5178,0.09241078794,0.457193046808,0.450396150351,1
6378,0.103601373732,0.487044215202,0.409354388714,2
2187,0.90253841877,0.0473123304546,0.0501492805779,0
9383,0.291577517986,0.409303814173,0.299118608236,0
10125,0.196777850389,0.569973409176,0.233248710632,2
2683,0.164325654507,0.512460708618,0.323213577271,2
7953,0.836467027664,0.101246640086,0.0622863471508,1
7318,0.155409514904,0.420100212097,0.424490243196,2
10194,0.128629460931,0.706363737583,0.165006801486,1
5891,0.206875056028,0.608592152596,0.184532821178,1
3485,0.0716244354844,0.51150560379,0.416869997978,2
8000,0.233010441065,0.539595544338,0.227394029498,1
5743,0.101548299193,0.572916924953,0.325534790754,2
6607,0.897446095943,0.0485276691616,0.0540262423456,0
6639,0.05851745978,0.558834314346,0.382648199797,1
5906,0.23863363266,0.575157463551,0.18620890379,2
2073,0.102942660451,0.488856822252,0.408200472593,1
9535,0.254399269819,0.55624037981,0.189360305667,2
6352,0.29576638341,0.461561083794,0.242672502995,1
4022,0.107121527195,0.702752768993,0.190125703812,1
9962,0.210690051317,0.430393964052,0.358916014433,2
6365,0.131340444088,0.479829311371,0.388830214739,1
9386,0.803415775299,0.080114684999,0.116469524801,0
7880,0.221832513809,0.469802170992,0.308365315199,1
821,0.219230607152,0.512717545033,0.268051862717,1
5874,0.225476324558,0.496672570705,0.277851104736,1
8512,0.102570451796,0.513486504555,0.3839430511,1
2897,0.305439472198,0.450653851032,0.243906736374,1
5976,0.235195070505,0.451143294573,0.313661664724,1
9228,0.369709610939,0.39061281085,0.23967756331,1
4298,0.215431675315,0.542039513588,0.242528781295,2
3473,0.176613762975,0.618211567402,0.205174654722,2
5629,0.290537178516,0.469312399626,0.240150436759,1
7482,0.0793703496456,0.590633928776,0.329995721579,2
698,0.862694978714,0.0751533508301,0.0621517077088,2
9613,0.148511946201,0.506096124649,0.345391899347,2
3828,0.236960560083,0.584777593613,0.178261861205,1
6337,0.0613920763135,0.549547731876,0.389060199261,2
2434,0.872145056725,0.0675544515252,0.060300488025,0
1206,0.859354794025,0.0748177394271,0.0658274814487,0
2923,0.279786199331,0.514382302761,0.205831483006,1
3269,0.195514082909,0.397931426764,0.406554460526,1
1273,0.114871665835,0.487767517567,0.397360801697,2
2067,0.207167416811,0.449874520302,0.342958033085,2
8007,0.153829038143,0.554649710655,0.291521191597,1
100,0.105918467045,0.522975027561,0.371106505394,1
3335,0.232370764017,0.591735601425,0.175893634558,1
7567,0.351087749004,0.472859025002,0.176053240895,1
7761,0.267578631639,0.51346540451,0.218955934048,1
3942,0.261765509844,0.431631237268,0.30660328269,1
5670,0.254681199789,0.568315982819,0.177002802491,1
9738,0.0728451013565,0.655574679375,0.271580219269,1
3637,0.122517712414,0.678326129913,0.199156209826,1
6041,0.272652000189,0.496198564768,0.23114939034,1
10290,0.354862272739,0.506561398506,0.138576343656,1
5057,0.241649389267,0.59467792511,0.163672655821,1
1654,0.196647897363,0.433598041534,0.369754105806,1
10012,0.214328795671,0.399983376265,0.385687857866,1
4711,0.177818402648,0.656280696392,0.16590090096,2
166,0.921538472176,0.0416983999312,0.0367631465197,0
5169,0.0686273127794,0.759323716164,0.172049030662,1
5685,0.314481854439,0.512432098389,0.173086047173,1
8143,0.164932519197,0.405819147825,0.429248332977,2
2277,0.0595345720649,0.608359634876,0.332105815411,1
8802,0.0672885626554,0.522879183292,0.409832239151,1
7801,0.0664411187172,0.594648420811,0.338910490274,1
5971,0.799630463123,0.0808697715402,0.119499795139,0
1322,0.107089564204,0.651334762573,0.241575673223,1
6066,0.192572653294,0.432649880648,0.374777466059,2
275,0.0597519762814,0.596900105476,0.343347877264,2
6253,0.0679899081588,0.761014342308,0.170995771885,1
2536,0.155799105763,0.547951638699,0.296249240637,1
8453,0.176658689976,0.45711171627,0.366229623556,2
8400,0.06192394346,0.559712529182,0.378363519907,2
8659,0.30251160264,0.533578693867,0.163909733295,1
8145,0.163341358304,0.471563071012,0.365095585585,2
5147,0.122714057565,0.4372420609,0.440043896437,2
2621,0.27268910408,0.531334936619,0.195975989103,0
5269,0.120148740709,0.53361082077,0.346240460873,2
9650,0.83260011673,0.0890009328723,0.0783989205956,0
2332,0.0636642798781,0.736999571323,0.199336111546,1
6846,0.0678307637572,0.568807542324,0.36336171627,1
2665,0.161227792501,0.535497009754,0.303275197744,1
3062,0.229894205928,0.454642415047,0.315463393927,2
625,0.100518874824,0.553623080254,0.345858007669,1
8371,0.186047419906,0.5202870965,0.293665468693,0
6613,0.902378380299,0.0511474274099,0.0464742071927,0
406,0.117071017623,0.622777819633,0.260151177645,2
9447,0.915097951889,0.0501906424761,0.0347113423049,0
6295,0.164135143161,0.425654649734,0.410210251808,2
2304,0.124525427818,0.715937435627,0.159537151456,1
2153,0.0584472715855,0.542601585388,0.398951143026,1
7395,0.222064048052,0.590490281582,0.187445655465,1
5497,0.27419629693,0.541239023209,0.18456466496,1
8174,0.235594257712,0.55469930172,0.209706455469,1
9019,0.171601966023,0.629381716251,0.199016302824,1
7951,0.136034116149,0.681427240372,0.182538598776,2
7322,0.23952293396,0.465923190117,0.294553875923,0
2210,0.172769010067,0.458150327206,0.369080722332,1
8299,0.137618049979,0.443712443113,0.418669551611,2
9637,0.0614630542696,0.536057174206,0.402479708195,1
6199,0.191682234406,0.529515564442,0.278802245855,1
9103,0.0550911016762,0.523656904697,0.421252012253,2
7999,0.0677347034216,0.751701891422,0.180563434958,1
8421,0.215016692877,0.4967623353,0.288220912218,1
7791,0.873176932335,0.0519483163953,0.0748748034239,0
3917,0.0579829439521,0.536414325237,0.405602753162,2
4994,0.255213975906,0.562571644783,0.182214334607,2
9616,0.13837620616,0.434453815222,0.427170008421,2
4959,0.702345728874,0.0878023803234,0.209851890802,2
2321,0.175862058997,0.582358300686,0.24177968502,1
9468,0.0704506710172,0.726109266281,0.203440085053,1
380,0.236217111349,0.546820104122,0.216962769628,1
5477,0.172588214278,0.556455552578,0.270956218243,2
6121,0.137751013041,0.458843708038,0.403405249119,1
1809,0.180081963539,0.439718842506,0.380199164152,2
2639,0.151728570461,0.46739000082,0.380881458521,1
8275,0.736200451851,0.134074196219,0.129725381732,2
4140,0.273587882519,0.470186531544,0.25622561574,2
6472,0.158944040537,0.562995493412,0.278060436249,1
6156,0.250272452831,0.508492708206,0.241234838963,1
9400,0.0923677533865,0.453453928232,0.45417830348,1
9042,0.0680956840515,0.730128407478,0.201775923371,1
3479,0.136305660009,0.660513937473,0.203180387616,2
1054,0.290114492178,0.43801176548,0.271873742342,1
8633,0.125983998179,0.46381559968,0.410200357437,2
3242,0.120674580336,0.680574953556,0.198750495911,1
7702,0.250703036785,0.453268378973,0.296028584242,0
10295,0.202432215214,0.508231639862,0.289336144924,1
5275,0.138176903129,0.589739561081,0.272083491087,2
10136,0.060608830303,0.48395305872,0.455438107252,1
6070,0.071525990963,0.743764579296,0.184709489346,1
8464,0.893041074276,0.056061193347,0.0508977286518,0
8865,0.140768036246,0.500666081905,0.358565837145,2
7326,0.0626426786184,0.719765603542,0.217591747642,1
6364,0.752933621407,0.0725551471114,0.174511238933,0
9457,0.064585916698,0.610596895218,0.324817210436,2
8537,0.106905497611,0.62706643343,0.266028046608,2
10138,0.894667387009,0.0609143264592,0.0444183424115,0
2644,0.114711500704,0.579439043999,0.305849462748,1
2052,0.86214953661,0.0770310759544,0.060819350183,0
3436,0.135421946645,0.473324030638,0.391254067421,2
9604,0.0647959038615,0.756697118282,0.178506955504,1
4213,0.172701582313,0.431368291378,0.395930141211,2
7551,0.16078992188,0.508383333683,0.330826729536,2
239,0.0643265545368,0.701077580452,0.234595835209,1
2716,0.914308547974,0.0471088439226,0.0385825708508,0
3288,0.226523086429,0.602690696716,0.170786187053,1
8278,0.089256875217,0.466506749392,0.444236397743,1
592,0.276316851377,0.565316736698,0.158366471529,1
692,0.119322232902,0.692068219185,0.188609570265,1
9118,0.251643121243,0.57544785738,0.172909066081,1
7002,0.197713136673,0.517061829567,0.285225003958,0
2872,0.202578663826,0.491103470325,0.306317895651,1
990,0.880118668079,0.0690675973892,0.0508137531579,1
8373,0.0691942200065,0.51667112112,0.414134651423,1
5210,0.89239782095,0.0564596354961,0.0511425621808,0
5935,0.257955044508,0.557547271252,0.184497654438,1
5957,0.216912999749,0.518675684929,0.264411330223,0
4817,0.167423695326,0.509854078293,0.322722256184,2
5156,0.0760003402829,0.587759971619,0.336239635944,1
7931,0.0556707903743,0.535175442696,0.409153789282,2
613,0.0602799542248,0.488584518433,0.451135605574,2
1476,0.057829093188,0.51863950491,0.423531383276,2
1869,0.112018302083,0.710878908634,0.177102789283,2
799,0.0566949434578,0.477481245995,0.465823799372,1
6126,0.296713680029,0.470318704844,0.232967615128,1
7622,0.126140102744,0.564843654633,0.309016257524,2
6122,0.167943388224,0.554790139198,0.27726650238,2
6182,0.0682656615973,0.449463188648,0.482271194458,2
8467,0.204165995121,0.448314875364,0.34751906991,2
10160,0.160839438438,0.535767614841,0.303392887115,1
3908,0.239470034838,0.602673768997,0.157856225967,1
4066,0.199783876538,0.456389307976,0.343826860189,1
8750,0.199760705233,0.603713095188,0.19652621448,1
1891,0.0699948519468,0.714432060719,0.215573146939,2
6724,0.87573748827,0.0678842887282,0.0563782043755,2
8424,0.299817830324,0.487096130848,0.213086053729,2
3064,0.306678384542,0.472956806421,0.220364823937,1
9759,0.194070398808,0.477260768414,0.328668832779,1
1444,0.347678095102,0.488879442215,0.163442417979,0
2255,0.192731961608,0.608211517334,0.199056521058,2
9684,0.0662790089846,0.727456569672,0.206264451146,2
7100,0.212868392467,0.594759345055,0.192372262478,2
3728,0.0628655478358,0.491210788488,0.445923656225,1
7306,0.124906092882,0.438686788082,0.436407119036,1
5212,0.062671251595,0.732835412025,0.204493299127,1
7824,0.906244814396,0.0483280494809,0.0454271696508,0
7147,0.0618728660047,0.565739691257,0.372387468815,1
3306,0.0601911433041,0.573725998402,0.366082847118,1
7794,0.110352344811,0.419213950634,0.470433682203,0
8702,0.139598429203,0.460028320551,0.400373250246,2
6962,0.173932507634,0.485272228718,0.340795308352,1
298,0.276154279709,0.552992045879,0.170853689313,1
9947,0.0693909153342,0.551104962826,0.379504114389,1
8389,0.320134133101,0.51309388876,0.166771993041,1
10149,0.288336932659,0.504328906536,0.207334131002,1
8295,0.0660756453872,0.419442981482,0.514481365681,1
2406,0.0600090697408,0.591675519943,0.348315387964,2
4373,0.070382244885,0.719172477722,0.210445269942,1
851,0.143561527133,0.536786079407,0.319652378559,1
8928,0.817830443382,0.0954098254442,0.0867597609758,0
10103,0.129072383046,0.683834373951,0.187093243003,1
4726,0.873401582241,0.0782938972116,0.0483045428991,0
3131,0.14163954556,0.453596800566,0.404763638973,2
6840,0.18132956326,0.449805498123,0.368864923716,1
9803,0.171527951956,0.486417472363,0.342054635286,2
5435,0.0558645054698,0.519350409508,0.424785077572,1
2986,0.215778306127,0.560333311558,0.223888382316,2
3847,0.0744126886129,0.596436321735,0.329151004553,1
4892,0.305587977171,0.537998616695,0.156413435936,1
9074,0.0856036618352,0.587986946106,0.326409369707,1
3029,0.160385981202,0.461430966854,0.378183066845,2
2439,0.124420702457,0.678390026093,0.197189316154,1
10042,0.276950329542,0.562485873699,0.160563826561,1
9949,0.201947033405,0.456716358662,0.341336578131,2
1280,0.0586098060012,0.544720947742,0.396669268608,1
7497,0.240762636065,0.549815297127,0.209422037005,0
8812,0.345137774944,0.474938303232,0.179923981428,1
4756,0.183202177286,0.506204366684,0.310593485832,1
7747,0.0662128329277,0.704255104065,0.229532018304,1
1315,0.141478285193,0.481811821461,0.376709908247,1
4907,0.300528019667,0.519890367985,0.17958162725,1
7734,0.819718956947,0.0811791345477,0.0991018936038,2
4844,0.228565782309,0.608675658703,0.162758529186,1
2271,0.20439478755,0.48515868187,0.310446560383,1
2443,0.24333114922,0.576920390129,0.179748505354,2
3860,0.161752030253,0.498146146536,0.34010180831,1
7782,0.169856503606,0.477318763733,0.35282471776,2
4061,0.163924172521,0.515695750713,0.320380121469,2
8449,0.216512784362,0.542611539364,0.240875661373,2
6259,0.880056679249,0.0701226890087,0.0498205795884,0
6755,0.295428216457,0.547041714191,0.157530099154,1
4330,0.0599824041128,0.589363992214,0.350653648376,1
4479,0.188636720181,0.61390709877,0.197456151247,0
6079,0.259376168251,0.558046162128,0.182577669621,1
1662,0.21565631032,0.501315534115,0.283028125763,0
2260,0.713431537151,0.130699023604,0.155869424343,0
1946,0.193137347698,0.348775207996,0.458087444305,1
986,0.0670486316085,0.681462407112,0.251488953829,2
6384,0.135920912027,0.463293045759,0.400786072016,2
513,0.177852779627,0.571397185326,0.25075006485,1
10212,0.854149758816,0.0670743510127,0.0787758827209,2
7916,0.210073888302,0.585824131966,0.204101994634,1
187,0.0769367739558,0.648033857346,0.275029331446,1
574,0.0627526938915,0.604444086552,0.332803219557,1
6680,0.0731283128262,0.597761034966,0.329110652208,1
6032,0.189789444208,0.557900607586,0.252309978008,1
7525,0.322229623795,0.519054174423,0.158716231585,1
3502,0.124136686325,0.700685858727,0.17517746985,1
3784,0.0628493949771,0.715825855732,0.221324712038,1
10308,0.237777918577,0.428787976503,0.333434134722,2
9379,0.177464321256,0.423481076956,0.39905461669,2
3663,0.199113070965,0.363770067692,0.437116891146,2
927,0.0719544142485,0.583192884922,0.344852715731,1
2097,0.0766426324844,0.453770190477,0.469587147236,2
6995,0.0962407439947,0.531700491905,0.372058749199,1
4750,0.0972528606653,0.549144268036,0.3536028862,2
8406,0.124674171209,0.41485568881,0.460470110178,2
5577,0.903304338455,0.046859882772,0.049835819751,0
4860,0.177520021796,0.483977168798,0.338502854109,2
3115,0.0595084987581,0.497600853443,0.442890644073,2
9398,0.184313043952,0.477673888206,0.338013082743,1
4228,0.185667484999,0.50217705965,0.312155455351,2
9847,0.265837550163,0.45834094286,0.275821566582,1
1720,0.219362094998,0.480215460062,0.300422489643,1
9402,0.35901004076,0.493337661028,0.147652313113,0
1137,0.059403128922,0.410765886307,0.529830992222,2
8748,0.0711576193571,0.591375887394,0.33746650815,1
1232,0.128047645092,0.501882433891,0.370069921017,2
5613,0.229650467634,0.589721262455,0.18062825501,1
1262,0.228412047029,0.618251502514,0.153336390853,2
4697,0.876897096634,0.070054858923,0.0530480258167,0
6538,0.188571557403,0.450435936451,0.36099255085,1
1814,0.124035991728,0.557179570198,0.318784445524,2
3125,0.146088987589,0.465465664864,0.388445347548,2
5330,0.183322101831,0.506323993206,0.310353904963,1
7866,0.079609900713,0.599313020706,0.321077138186,1
6987,0.0594403557479,0.588676214218,0.351883471012,1
6395,0.150203004479,0.518447458744,0.33134958148,1
8738,0.113390997052,0.685072362423,0.201536625624,1
9149,0.0679897069931,0.636324763298,0.295685559511,1
1041,0.0608855597675,0.568274855614,0.370839565992,2
2915,0.885042667389,0.0565350055695,0.0584223456681,0
9284,0.0689034387469,0.725469827652,0.205626770854,1
1383,0.897411108017,0.0624764971435,0.0401123575866,1
7465,0.114188238978,0.630641102791,0.255170702934,2
2292,0.196873664856,0.513331949711,0.289794445038,1
8619,0.0701619684696,0.476882219315,0.452955842018,2
3111,0.157728090882,0.604469776154,0.237802162766,1
6976,0.216476410627,0.556296646595,0.227226942778,2
1768,0.151072412729,0.478650808334,0.370276838541,2
6072,0.171717658639,0.500717163086,0.327565193176,1
3278,0.0553013384342,0.534200012684,0.41049861908,2
4308,0.0596449226141,0.535503149033,0.404851913452,1
1752,0.0598362572491,0.50982350111,0.430340260267,1
2789,0.229233652353,0.48670437932,0.284061968327,1
3989,0.155311271548,0.429072618484,0.415616124868,1
9668,0.198881611228,0.580912172794,0.220206171274,1
9135,0.137443199754,0.461750179529,0.400806576014,1
3858,0.345145404339,0.446109294891,0.208745270967,1
7955,0.29416897893,0.529529690742,0.176301315427,1
1370,0.231999650598,0.555111050606,0.212889268994,1
8200,0.182100474834,0.484295606613,0.333603858948,2
3699,0.0780347064137,0.725884974003,0.196080312133,1
596,0.194612264633,0.576348423958,0.229039296508,2
8856,0.0777009576559,0.639025390148,0.283273637295,2
4950,0.0796651691198,0.658324539661,0.262010276318,2
8957,0.175466150045,0.516102015972,0.30843180418,1
7173,0.127924948931,0.568219482899,0.303855568171,1
2964,0.068075671792,0.495807349682,0.43611702323,1
8279,0.15512791276,0.343927651644,0.500944435596,1
3432,0.108286179602,0.490316301584,0.40139746666,1
7979,0.10305326432,0.523909389973,0.373037338257,2
10243,0.0616501644254,0.742574036121,0.195775747299,2
7415,0.355960309505,0.498367339373,0.145672336221,1
8170,0.314589172602,0.497221976519,0.188188895583,1
2617,0.306429356337,0.482057034969,0.211513534188,2
1628,0.142359420657,0.497923225164,0.359717339277,2
6424,0.206458136439,0.46015933156,0.333382546902,1
3100,0.15765877068,0.661036968231,0.181304261088,1
5149,0.101072005928,0.51945823431,0.379469811916,1
1098,0.0631871968508,0.525568246841,0.411244571209,1
6265,0.239929869771,0.483428329229,0.276641756296,2
7467,0.214125469327,0.570080816746,0.215793684125,1
7180,0.106019720435,0.706440150738,0.187540113926,2
9656,0.217847600579,0.481096208096,0.301056146622,2
6133,0.174155950546,0.476265996695,0.349578022957,2
8213,0.0588635206223,0.518916666508,0.422219753265,2
9201,0.0873514786363,0.691458642483,0.22118987143,1
9568,0.0649135857821,0.605368852615,0.329717606306,1
10265,0.225038096309,0.590268731117,0.184693202376,1
9435,0.0674856379628,0.609286427498,0.323227971792,1
624,0.0623291023076,0.620424687862,0.317246258259,1
3017,0.890445530415,0.0488516613841,0.0607027970254,0
46,0.0726177617908,0.587986588478,0.339395672083,1
1556,0.0621826313436,0.519838809967,0.417978525162,2
2350,0.14124417305,0.673577964306,0.185177817941,1
9414,0.182828783989,0.39298915863,0.424182087183,2
5161,0.173858195543,0.387400209904,0.438741564751,2
6728,0.887536406517,0.0626379698515,0.0498256534338,0
7046,0.211395204067,0.573691606522,0.21491317451,2
9990,0.0780336111784,0.717911064625,0.204055294394,1
7084,0.252775341272,0.576184928417,0.171039745212,1
3674,0.863987207413,0.0579658299685,0.0780469551682,0
9799,0.0595120079815,0.761974513531,0.178513497114,2
3704,0.890852630138,0.061199977994,0.0479473620653,0
2056,0.234887555242,0.513288021088,0.251824438572,1
3292,0.168846443295,0.535786628723,0.295366942883,1
9449,0.159553915262,0.464319318533,0.376126825809,1
5829,0.182239472866,0.436727166176,0.38103339076,2
7508,0.170282199979,0.43490293622,0.394814908504,2
4296,0.199512600899,0.449734449387,0.350752979517,1
5278,0.0766932442784,0.638315618038,0.284991115332,1
618,0.0858116149902,0.571775019169,0.342413336039,1
4475,0.17527808249,0.500288307667,0.324433594942,2
1531,0.130876973271,0.42447206378,0.444650918245,2
